vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1FABP45E0JF249600,No,,,,,,,,[]
1FTFW1ETXEFA03963,No,,,,,,,,[]
1ZVBP8CF8D5235903,No,,,,,,,,[]
1FALP404XTF211636,No,,,,,,,,[]
1fmzu84p01ub25149,No,,,,,,,,[]
1FAHP3F26CL384674,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FMPU15526LA29435,No,,,,,,,,[]
1zvft80n665230436,No,,,,,,,,[]
1FADP3E23EL238817,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}, {'description': 'TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION', 'campaign': '19N08', 'date': '2019-08-13'}]"
1fa6p8cf2f5369612,Yes,Recall Incomplete,Luggage Compartment Lid Wiring Inspection And Rear View Camera Improper Function,22S06/22V082,16/02/22,"On Your Vehicle, The Rear View Camera Could Intermittently Display A Blank Or Distorted Image.",".A Rear View Camera That Intermittently Displays A Blank Or Distorted Image May Reduce The Drivers View Of What Is Behind The Vehicle, Increasing The Risk Of A Crash.",Parts Are Now Available To Repair Your Vehicle For All My2016-2017 And A Limited Number Of My2015 2015My Owners Will Receive A Parts Available Owner Letter Advising Them To Schedule A Service Appointment. Ford Motor Company Has Authorized Your Dealer To Inspect And Repair The Luggage Compartment Lid Wiring Harness As Necessary Free Of Charge Parts And Labor.,[]
1fa6p8cf2f5369612,Yes,Recall Incomplete,Brake Stop Lamps Remain On,22S02/22V011,13/01/22,"The Brake Pedal Stop Bumper On Some Vehicles May Disintegrate And Fall Off In Certain High Temperature, High Humidity, And High Salinity Environments.","A Missing Brake Pedal Stop Bumper Will Result In The Brake Stop Lamps Remaining On Continuously, Even When The Brake Pedal Is Not Applied, Which May Confuse Other Drivers And Increase The Risk Of A Crash. On Automatic Transmission Vehicles, A Missing Brake Pedal Bumper Could Allow The Transmission To Be Shifted Out Of The Park Position Without Depressing The Brake, Which May Result In A Vehicle Rollaway, Increasing The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Replace The Brake Pedal Bumper Free Of Charge Parts And Labor.,[]
1fa6p8cf2f5369612,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You",[]
1FMEU53837UA77565,No,,,,,,,,[]
1FAHP34N87W243025,No,,,,,,,,[]
1ftrf12298kc46698,No,,,,,,,,[]
1FADP3L91HL235192,No,,,,,,,,[]
1FMZU64W82ZB70100,No,,,,,,,,[]
1FA6P8TH6H5225338,Yes,Recall Incomplete,Luggage Compartment Lid Wiring Inspection And Rear View Camera Improper Function,22S06/22V082,16/02/22,"On Your Vehicle, The Rear View Camera Could Intermittently Display A Blank Or Distorted Image.",".A Rear View Camera That Intermittently Displays A Blank Or Distorted Image May Reduce The Drivers View Of What Is Behind The Vehicle, Increasing The Risk Of A Crash.",Parts Are Now Available To Repair Your Vehicle For All My2016-2017 And A Limited Number Of My2015 2015My Owners Will Receive A Parts Available Owner Letter Advising Them To Schedule A Service Appointment. Ford Motor Company Has Authorized Your Dealer To Inspect And Repair The Luggage Compartment Lid Wiring Harness As Necessary Free Of Charge Parts And Labor.,"[{'description': 'CALIFORNIA EMISSION WARRANTY PARTS COVERAGE', 'campaign': '18L02', 'date': '2018-06-14'}]"
1FMCU9GX9FUB99913,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,[]
1FTPX14574NB74517,No,,,,,,,,[]
1FMEU7DE9AUA75875,No,,,,,,,,"[{'description': 'EASY FUEL CAPLESS FUEL FILL PIPE EXTENDED WARRANTY', 'campaign': '13N01', 'date': '2013-08-19'}]"
1FMDU74W94UC05078,No,,,,,,,,[]
1FTYR11U36PA10859,Yes,Recall Incomplete,Airbag Module Inspection And Replacement,21S05/21V081,17/02/21,"Obsolete Service Replacement Airbag Modules May Have Been Installed Into Vehicles During A Collision Or Service Repair After A Final Takata Airbag Recall Repair Was Completed. There Is No Issue With The Airbags Used In The Recall Repair. However, If After The Recall Was Completed, The Driver Or Passenger Airbag Was Subsequently Replaced During A Collision Or Service Repair, The Airbag(S) May Contain A Defective Airbag Inflator.","Defective Airbag Inflators May Explode In A Crash That Causes Deployment Of The Airbags. If An Inflator Explodes, Sharp Metal Fragments Could Strike Vehicle Occupants, Causing Serious Injury Or Death.","Ford Motor Company Has Authorized Your Dealer To Inspect And Replace The Driver And/Or Passenger Airbag(S) If Necessary, Free Of Charge (Parts And Labor).",[]
1FMCU9EG9AKC96407,No,,,,,,,,"[{'description': 'ELECTRONIC THROTTLE BODY EXTENDED COVERAGE', 'campaign': '13N03', 'date': '2014-01-10'}]"
1FTDF14E2CRA27101,No,,,,,,,,[]
1FTEW1E86NFA70924,Yes,Recall Incomplete,Windshield Wiper Motor Replacement,22S71/22V842,09/01/23,"On Your Vehicle, The Windshield Wiper Motor May Become Inoperative, Or Cause The Wipers To Operate Erratically And Or Stop Working.","An Inoperative Wiper Motor Has The Potential For Reduced Visibility Or Loss Of Visibility In Certain Conditions, Increasing The Risk Of A Crash.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For The Replacement Of The Front Windshield Wiper Motor, Free Of Charge - Parts And Labor. Parts Are Anticipated To Be Available In The Third Quarter Of 2023. If A Concern Occurs With The Windshield Wipers Before This Time, Please Contact Your Dealer For Further Assistance.",[]
1FADP3K25JL312740,No,,,,,,,,[]
1FTDR15X5RPB67400,No,,,,,,,,[]
1FMZU34EXWZA91555,No,,,,,,,,[]
1fabp44a3hf230189,No,,,,,,,,[]
1FTFW1ET1CKD13178,No,,,,,,,,"[{'description': 'ELECTRIC VACUUM PUMP EXTENDED REPAIR', 'campaign': '15N05', 'date': '2016-02-09'}, {'description': 'MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '16N02', 'date': '2016-06-16'}]"
1FAfP45X9Wf192081,No,,,,,,,,[]
1FTEW1C54JKE91941,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FTCR10A7VTA42267,No,,,,,,,,[]
1FMCU49309KB96489,No,,,,,,,,[]
1FMZU63K14UA48435,No,,,,,,,,[]
1FTFW1E59JKF24675,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FAFP34P82W359701,No,,,,,,,,[]
1FAHP3H2XCL196222,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FMCU9H97DUD78691,No,,,,,,,,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FM5K7D81DGA36328,No,,,,,,,,"[{'description': 'REAR TOE LINK INSPECTION REPLACEMENT', 'campaign': '21R02', 'date': '2022-11-04'}]"
1FTFW1R68CFA65850,Yes,Recall Incomplete,6R80 Sudden Transmission Downshift Powertrain Control Module Programming,19S07/19V075,12/02/19,"On Your Vehicle, An Intermittent Failure Of The Output Speed Sensor (Oss) In The Transmission May Result In An Unintended Downshift To First Gear.","An Unintended Downshift Into First Gear Can Cause An Abrupt Wheel Speed Reduction, Which Could Cause The Rear Tires To Slide Until The Vehicle Speed Slows Down. This Condition Could Result In A Loss Of Vehicle Control, Increasing The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Reprogram The Powertrain Control Module With Software That Will Prevent An Unintended Downshift Into First Gear In The Event Of An Intermittent Oss Failure. This Service Will Be Performed Free Of Charge (Parts And Labor). F-150 3.5L, 5.0L, And 6.2L Vehicles: Ford Motor Company Is Working As Quickly As Possible To Develop The Software For This Repair. When The Software Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For Repairs To Be Completed Free Of Charge (Parts And Labor). The Software Is Anticipated To Be Available By Late 2Nd Quarter, 2019.","[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FMCU9G90HUA24177,No,,,,,,,,[]
3fafp31392r191877,No,,,,,,,,[]
1FTZX17251KC04962,No,,,,,,,,[]
1FMCU59H48KE46400,No,,,,,,,,[]
1FTMF1C57KKD60192,No,,,,,,,,[]
1FTFW1EF9BFA44803,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FTCR14X6PPA93754,No,,,,,,,,[]
1FTFW1ET0EFB71207,No,,,,,,,,[]
1FMZU34X3WZA94962,No,,,,,,,,[]
1FM5K7F82FGA89653,Yes,Recall Incomplete,Rear Toe Link Ball Joint Inspection,20S62/20V675,30/10/20,Our Records Indicate That A Ford Safety Recall Was Previously Performed On Your Vehicle To Replace The Rear Suspension Toe Links.  Assessment Of Field Data Indicates That The Ball Joint Used To Attach The Rear Toe Link May Be Susceptible To Seizing In Certain High Corrosion Areas.  A Seized Toe Link Ball Joint Can Increase Bending Stresses In The Toe Link And Potentially Lead To A Fracture.,"Rear Toe Link Fracture While Driving Could Result In Unusual Vehicle Handling Characteristics, Or Difficulty Controlling The Vehicle And May Increase The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Inspect Both Rear Toe Link Ball Joints And, If Necessary, Replace The Rear Wheel Knuckle(S), And Adjust Rear Toe Free Of Charge (Parts And Labor).","[{'description': 'FRONT DOOR TRIM PANEL REPAIR', 'campaign': '17N04', 'date': '2017-11-07'}, {'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}]"
3FAFP31301R159673,No,,,,,,,,[]
1FTEW1EG6GFD32631,Yes,Recall Incomplete,Brake Master Cylinder Leak Into Booster,22S11/22V150,11/03/22,"On Your Vehicle, The Brake Master Cylinder May Allow Brake Fluid To Leak Into The Brake Booster. If The Brake Fluid Reservoir Is Depleted Below A Pre-Determined Level, You Will Be Alerted That Brake System Service Is Required By A Combination Of The Following 	An Audible Chime 	A Full Screen Message Center Alert 	Illumination Of The Red Brake Warning Indicator Shown To The Left If The Brake Fluid Reservoir Is Depleted Through Continued Vehicle Operation, You May Experience A Change In Brake Pedal Travel And Feel, And Increased Pedal Effort. If A Loss Of Brake Fluid Is Substantial, It Can Reduce Brake Function In The Front Wheels. Brake Function In The Rear Wheels Is Unaffected By This Condition.","Reduced Brake Function In The Front Wheels Can Extend Stopping Distance, Increasing The Risk Of A Crash.","Ford Motor Company Has Authorized Your Dealer To Replace Your Vehicles Brake Master Cylinder, And If The Brake Master Cylinder Is Leaking, Also Replace The Brake Booster, Free Of Charge Parts And Labor.","[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FADP3F29DL293852,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FADP3F29DL293852,Yes,Recall Incomplete,Fuel Tank Deformation,18S32/18V735,22/10/18,"On Your Vehicle, The Pcm Software May Not Adequately Detect A Stuck-Open Canister Purge Valve (Cpv) Within The Fuel Vapor System. If The Cpv Malfunctions And Sticks Open, It Can Lead To Excessive Vacuum In The Fuel Vapor System, Potentially Deforming The Plastic Fuel Tank. This Can Cause The Following Symptoms: Illuminated Malfunction Indicator Lamp (Mil) With Certain Diagnostic Trouble Codes (Dtcs) Inaccurate Or Erratic Fuel Gauge Indication Inaccurate Distance To Empty (Dte) Engine Stall And/Or Other Drivability Concerns Related To Stuck Open Cpv","This May Result In An Engine Stall While Driving Without Warning Or Without The Ability To Restart, And Can Increase The Risk Of A Crash.","Parts And Software Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Update Your Vehicle S Pcm Software, Check For Dtcs Or Other Evidence Of A Leaking Cpv, And Perform Any Additional Required Repairs As Required, Free Of Charge (Parts And Labor).If You Installed A Ford Performance Calibration On Your 2013-2018 Focus St, You Must Still Have This Safety Recall Performed. You May Contact Ford Performance To Obtain An Updated Ford Performance Calibration For Your Vehicle After This Recall Has Been Completed.Contact The Ford Performance Techline By Calling 800-367-3788 Or Online Https://Performanceparts.Ford.Com/Contact-Us","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FTRF12W57NA76131,No,,,,,,,,[]
1FMCU0GD9JUC19393,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37', 'campaign': '21N12', 'date': '2022-06-09'}]"
1FMCU9GX3DUA11741,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FMCU0GX5DUC08857,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FMCU0GX5DUC08857,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FTFW1EG5JKF06854,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FTPW12594KD84916,Yes,Recall Incomplete,Clockspring To Driver Side Frontal Air Bag Wire Harness Replacement,11S18/11V107000,23/02/11,"Ford Is Recalling Certain Model Year 2004-2006 F-150 Pick Up Trucks As Well As Certain Model Year 2006 Lincoln Mark Lt Vehicles. If The Clockspring Jumper Wire Comes In Contact With The Driver Side Frontal Air Bag Lower Horn Plate, The Wire Insulation May Become Chafed, Creating A Potential For A Short Circuit.  If This Occurs The Air Bag Warning Lamp May Illuminate Indicating That Service Is Required.",The Driver Side Frontal Air Bag Could Inadvertently Deploy Increasing The Risk Of Injury Or Loss Of Vehicle Control If Occurring While In Motion.,"Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln/Mercury Dealer To Have A New Clockspring Jumper Wire Installed That Incorporates A Protective Mesh Cover.  Repairs Will Be Performed Free Of Charge.  This Safety Recall Began On Some Vehicles In March 2011.  The Recall Campaign On The Expanded Population Is Expected To Begin On Or About May 9, 2011.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.",[]
1FMCU9H97LUB61821,No,,,,,,,,"[{'description': 'VEHICLE EMISSIONS CONTROL INFORMATION LABEL UPDATE', 'campaign': '22L05', 'date': '2022-11-23'}]"
1FTZR15V2XPB64519,No,,,,,,,,"[{'description': 'MULTIFUNCTION SWITCH', 'campaign': '00B40', 'date': '2000-04-25'}]"
1FTDF15Y2SNB72203,No,,,,,,,,[]
1FTCR10U6VUA10964,No,,,,,,,,[]
1FATP8UH0L5135967,No,,,,,,,,"[{'description': 'DOOR LATCH', 'campaign': '21N10', 'date': '2021-12-15'}]"
1FM5K7D88GGC85715,No,,,,,,,,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}, {'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTZR45E07PA11042,Yes,Recall Incomplete,Driver Airbag Inflator Replacement,21S12/21V158,25/03/21,Driver Airbag Inflator Replacement,"The Driver Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Driver Airbag. If An Airbag Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants Causing Serious Injury Or Death.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available In Sufficient Quantities, Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Driver Airbag Inflator Replaced. There Will Be No Charge For This Service.",[]
1FADP3F26DL276927,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FM5K7F86HGC23213,No,,,,,,,,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}]"
1FTEW1E40LFB38953,Yes,Recall Incomplete,Rear View Camera Improper Function - Parts Availability Varies Based On Model,20C19/20V575,23/09/20,"On Your Vehicle, The Rear View Camera Could Intermittently Display A Blank Or Distorted Image.",A Rear View Camera A Rear View Camera That Intermittently Displays A Blank Or Distorted Image May Reduce The Driver S View Of What Is Behind The Vehicle Increasing The Risk Of A Crash.,Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Rear View Camera Free Of Charge (Parts And Labor).,[]
1FAFP40451F132319,No,,,,,,,,[]
1FADP3K23DL305953,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
