vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
2GNALCEK6F6120075,Yes,incomplete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2GNALCEK6F6120075,Yes,incomplete,Windshield Wiper Failure,22V165,2022-03-17,"General Motors Has Decided That A Defect, Which Relates To Motor Vehicle Safety, Exists In Certain 2014-2015 Model Year Chevrolet Equinox And Gmc Terrain Vehicles.  The Ball Joints In The Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.","If One Or Both Of The Windshield Wipers Become Inoperative, It Could Limit The Driver’S Visibility Under Certain Operating Conditions, Which May Increase The Risk Of A Crash.",Dealers Will Inspect The Wiper Module And Repair Or Replace As Necessary.,,
1g1nd52j43m520155,Invalid Vin,,,,,,,,,
KL8CD6S90DC533012,Yes,incomplete,Hood Striker Corrosion,22V640,2022-08-25,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2013 – 2015 Model Year Chevrolet Spark And 2014 – 2015 Model Year Spark Ev Vehicles.  The Secondary Hood Latch Lever In These Vehicles May Prematurely Corrode At The Pivot.  If Severely Corroded, The Secondary Latch Striker May Become Stuck Out Of Position And Fail To Properly Engage.","If The Striker Becomes Stuck Out Of Position And Both The Primary And Secondary Hood Latch Fail To Engage, The Vehicle’S Hood May Open Unexpectedly, Increasing The Risk Of A Crash.",Dealers Will Replace The Hood Striker Assembly And Hood Latch Assembly.,,
KL8CD6S90DC533012,Yes,complete,Air Conditioning System Inoperative/Cools Intermittently - * - Expires  4/30/16 *,,,,,,,
KL8CD6S90DC533012,Yes,complete,Engine Oil Consumption Due To Pcv Valve Wear,,,,,,,
KL8CD6S90DC533012,Yes,incomplete,Key Reminder Chime,16V257,2016-04-27,"General Motors Has Decided That Certain 2013-2016 Model Year Chevrolet Sonic And Trax Vehicles And 2013-2015 Model Year Chevrolet Spark Vehicles Equipped With A Bring Your Own Media (“Byom”) Radio May Not Comply With Federal Motor Vehicle Safety Standard (Fmvss) No. 114, “Theft Protection And Rollaway Prevention.”  Byom Radio Software In These Vehicles May Fail To Provide An Audible Warning/Reminder Chime When The Driver, After Turning Off The Ignition And Leaving The Key In The Cylinder, Waits 10 Minutes Or Longer To Open The Door For The First Time. The Vehicle May Also Fail To Provide – Or Provide A Shortened – Audible Warning When The Driver Opens The Door, Hears A Chime, Leaves The Key In The Ignition, Closes The Door, And Subsequently Opens The Door A Second Time More Than 20 Seconds Later.","If No Key Reminder Chime Sounds To Alert The Driver To A Key Left In The Ignition, There Is An Increased Risk Of Theft.",Dealers Will Update The Radios With Corrected Operating Software Free Of Charge.,,
KL8CD6S90DC533012,Yes,complete,Secondary Hood Latch Corrosion,14V593,2014-09-23,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2012-2015 Model Year Chevrolet Spark Vehicles. The Involved Vehicles Were Manufactured With A Secondary Hood Latch That May Corrode At The Latch Pivot And Stick In The Open Position Causing The Latch To Not Engage.,"If The Secondary Latch Corrodes And Sticks In The Open Position And The Primary Latch Is Not Engaged, It Is Possible That The Hood May Open Unexpectedly. If The Hood Opened Unexpectedly While The Vehicle Is Being Driven, The Driver'S Vision May Be Impaired Increasing The Risk Of A Vehicle Crash. Until Your Vehicle Is Serviced, You Should Ensure That Your Primary Hood Latch Is Properly Engaged And The Hood Is Closed Before Driving. Your Primary Hood Latch May Not Be Properly Engaged If You Notice Larger Than Normal Gaps Between The Hood And The Fender And Grille.",Dealers Will Replace The Striker With A New Part Free Of Charge.,,
1GNSKJKC4JR293485,No,,,,,,,,,
3GNAXKEV8MS131375,No,,,,,,,,,
1g1yy24ux55109038,Invalid Vin,,,,,,,,,
3gnaxleu0js545324,Invalid Vin,,,,,,,,,
3GNEC16R3XG268210,No,,,,,,,,,
3gnaxhevxls527549,Invalid Vin,,,,,,,,,
1G1ZB5ST4JF188809,Yes,incomplete,Loss Of Continuity Within Accelerator Pedal Position Sensor Circuit,,,"Some 2017-2018 Model Year Buick Lacrosse, 2018 Model Year Buick Regal, 2016-2018 Model Year Chevrolet Malibu Vehicles May Have A Condition That Affects The Electrical Connection To One Of The Vehicle’S Accelerator Pedal Position Sensors. If This Electrical Connection Is Interrupted, The Accelerator Pedal Will Still Function, But The Vehicle Will Enter A Reduced Engine Power Mode Where The Vehicle’S Maximum Acceleration And Torque Are Reduced. Additionally, The Malfunction Indicator Light (Check Engine Light) Will Illuminate, The ‘Engine Power Is Reduced’ Message Will Display, And A Diagnostic Trouble Code For Accelerator Pedal Position Sensor Correlation (P2138) Will Be Set When This Condition Occurs.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Accelerator Pedal And Position Sensor Assembly As Necessary And Repair The Engine Wire Harness (Malibu Lfv Only). The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZB5ST4JF188809,Yes,complete,Ecm Malfunction,19V642,2019-09-06,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2018 Model Year Chevrolet Malibu Vehicles Equipped With 1.5L Turbo Engines. Under Certain Conditions, An Error In The Vehicles’ Engine Control Module (Ecm) Software Can Cause Data Used By The Ecm To Become Corrupted. When This Occurs, The Ecm May Send A Signal Disabling The Engine’S Fuel Injectors. If The Fuel Injectors Are Disabled, The Engine May Not Start And, In Rare Cases, The Engine May Stall After It Is Started.","In Rare Cases This Condition Can Cause The Engine To Stall At Speed And Without Warning, Increasing The Risk Of A Crash.",Dealers Will Reprogram The Ecm Software To Correct The Error.,,
1G1ZC5EB2AF155856,Yes,incomplete,Brake Lamp Malfunction,,,"Some 2004-2012 Model Year Chevrolet Malibu, 2004-2007 Model Year Chevrolet Malibu Maxx, 2005-2010 Model Year Pontiac G6, And 2007-2009 Model Year Saturn Aura Vehicles May Have A Condition Where Increased Resistance In The Body Control Module (Bcm) Connection System Can Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Brake Lamp Malfunction. Specifically, The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.

This Special Coverage Covers The Condition Described Above For A Period Of 15 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.","The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.","Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To The Bcm X2 (C2) Connector And The Bas Harness Connector, And Relearn The Brake Pedal Home Position.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZC5EB2AF155856,Yes,incomplete,Special Coverage 18055 - Expired,,,"Some 2010 Model Year Chevrolet Malibu And Pontiac G6 Vehicles, May Have A Condition Where The Front Seat Side Impact Airbag (Siab) Connectors Under The Seat May Experience Small Relative Movement Between The Pins And Sockets. Dtc’S Related To Siab Wiring Connectors May Be Found Even With Product Improvements Implemented At The Assembly Plant Or Through Previous Completion Of Customer Satisfaction Recalls 10085 (May, 2010) Or 11034 (May, 2011).",,Dealers Are To Cut Out The Side Airbag Connector And Hard Wire Connection. The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZC5EB2AF155856,Yes,incomplete,Loss Of Electric Power Steering Assist,,,"On Some 2007-2012 Model Year Chevrolet Malibu, 2007-2010 Model Year Pontiac G6, Or 2007-2010 Model Year Saturn Aura Vehicles Equipped With Electric Power Steering Assist (Eps), The Steering Column Torque Sensor Or The Eps Motor/Controller May Cause The Vehicle To Suddenly Lose Eps. If The Vehicle Loses Eps, The Vehicle’S Driver Information Center Will Display A Warning Message And A Warning Chime Will Sound. The Vehicle Will Revert To A Manual Steering Mode, Which Requires Greater Driver Effort To Operate At Low Vehicle Speeds.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZC5EB2AF155856,Yes,incomplete,Seatbelt Warning Lights And Chimes With Seatbelt Buckled,,,"Some 2003-2015 Model Year Chevrolet Express And Gmc Savana Vehicles Equipped With Power Seat Adjust – Driver 6 Way, And 2009-2010 Model Year Chevrolet Colorado And Gmc Canyon; And 2010 Model Year Buick Enclave, Cadillac Srx, Chevrolet Equinox, Chevrolet Malibu, Chevrolet Traverse, Gmc Acadia, Gmc Terrain, And Saturn Outlook Vehicles May Have A Condition Where The Seatbelt Warning Light And Chime Audible Warnings May Illuminate While The Seatbelt Is Buckled..

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZC5EB2AF155856,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZC5EB2AF155856,Yes,complete,Airbag Readiness Light/Service Airbag Message - Reroute Wireharness/Replace,,,,,,,
1GNSKCKC5GR360504,Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,,"Some 2015-2017 Model Year Cadillac Escalade, Escalade Esv, Chevrolet Suburban, Tahoe, Gmc Yukon And Yukon Xl Vehicles, May Have A Condition Where Thermal Cycling On The Combination Transmission Fluid/Oil And Ac Condenser Cooler Creates A Crack That May Allow Refrigerant To Escape. This Condition Consequently May Deactivate The Ac System Which May Cause Potential Customer Annoyance.

This Special Coverage Covers The Condition Described Above For A Period Of 5 Years Or 60,000 Miles (100,000 Km) For Chevrolet Suburban, Tahoe, Gmc Yukon And Yukon Xl And 6 Years Or 72,000 Miles (116,000 Km) For Cadillac Escalade And Escalade Esv, Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Inspect The Air Conditioning Condenser And Replace If Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1GNSKCKC5GR360504,Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,,"Some 2014 – 2018 Model Year Gm Vehicles May Have A Condition Where Customers May Experience Increased Brake Pedal Effort, Hard Brake Pedal, And/Or Potentially Increased Stopping Distance. The Condition Is More Prevalent At Low Speed When Softly Applying The Brakes. The Engine Mounted Mechanical Vacuum Pump Output May Decrease Over Time Decreasing The Amount Of Vacuum/Power Brake Assist. Failure To Follow Recommended Oil Change Intervals Could Contribute To This Condition. The Driver’S Information Center, (Dic) “Service Brake Assist” Alert Will Activate 2-5 Minutes After The Vacuum Level Drops, And A Diagnostic Trouble Code, (Dtc) Will Also Be Set. Even Where This Condition Occurs, The Hydraulic Brake System Remains Functional But May Require Additional Pedal Force.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Vacuum Pump And Vacuum Pump Belt.  The Repairs Will Be Made At No Charge To The Customer.,,
1GNSKCKC5GR360504,Yes,complete,Frontal Airbag And Pretensioner Non Deploy,16V651,2016-09-08,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014-2017 Model Year Chevrolet Silverado Ld, Gmc Sierra Ld, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, And Chevrolet Corvette Vehicles, 2014-2016 Model Year Buick Lacrosse, Chevrolet Spark Ev, And Chevrolet Ss Vehicles And 2015-2017 Model Year Chevrolet Silverado Hd, Gmc Sierra Hd, Gmc Yukon, Gmc Yukon Xl, Cadillac Escalade Cadillac Escalade Esv, Chevrolet Suburban, And Chevrolet Tahoe Vehicles.  The Sensing And Diagnostic Module (Sdm) In These Vehicles, Which Controls Airbag And Pretensioner Deployment, Contains A Software Defect Which May Prevent The Deployment Of Frontal Airbags And Pretensioners In Certain Rare Circumstances. If The Frontal Airbags And Seatbelt Pretensioners Do Not Deploy When Required, There Is An Increased Risk Of Injury To Occupants In A Crash.","If The Frontal Airbags And Seatbelt Pretensioners Do Not Deploy When Required, There Is An Increased Risk Of Injury To Occupants In A Crash.","Reprogram The Sdm With New Software That Eliminates This Defect.  In Vehicles With Any Previous Deployment Events Recorded In The Sdm, Dealers Will Replace The Existing Sdm With A New Sdm Prior To Programming And Setup.  Note: Before Replacing The Sdm, Any Airbag Related Diagnostic Trouble Codes Should Be Identified, Diagnosed, And Corrected Prior To Sdm Replacement.  Faulty Sir Components In Need Of Replacement Are Unrelated To This Safety Recall And Are Not Covered Under The Terms Of This Safety Recall.",,
1GNSKCKC5GR360504,Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014-2018 Model Year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, Gmc Sierra, And Gmc Yukon Vehicles. In Some Circumstances, These Vehicle May Have A Condition In Which The Engine-Mounted Mechanical Vacuum Pump Output May Decrease Over Time, Decreasing The Amount Of Vacuum/Power Brake Assist.",.,Dealers Will Reprogram The Electronic Brake Control Module With A New Calibration That Will Improve How The System Utilizes The Hydraulic Brake Boost Assist Function When Vacuum Assist Is Depleted.,,
1G11H5SA4DU133447,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G11H5SA4DU133447,Yes,complete,Sunroof Switch Compliance,15V164,2015-03-18,"General Motors Has Decided That Certain 2013 – 2015 Model Year Chevrolet Malibu Vehicles Equipped With Power-Operated Roof Panel Systems Fail To Conform To Federal Motor Vehicle Safety Standard (Fmvss) No. 118, “Power-Operated Window, Partition, And Roof Panel Systems.” The Roof Panels In These Vehicles Will Auto-Close When The Non-Recessed Portion Of The “Slide” Or “Tilt” Switches Are Pressed And The Roof Panel Is Open.  Because These Switches Are Not Fully Recessed, They Can Be Actuated When Performing The Test Procedure Set Forth In S6(A) Of Fmvss No. 118, Which Results In The Roof Panel Auto-Closing When Open.","Because The Switch Fails The Test Procedure Set Forth In S6(A) Of Fmvss No. 118, The Switch May Be More Susceptible To An Inadvertent Actuation, Which Could Result In Unintended Auto-Closure Of The Roof Panel, Increasing The Risk Of Injury.  The Roof Panel Does Have An Auto-Reverse Feature Intended To Prevent Injury From Unintended Closure, But This Feature May Not Protect Against All Injuries In Every Circumstance.",Dealers Will Reflash The Body Control Module (Bcm) Free Of Charge. The Revised Software Will Remove The “One-Touch” (Momentary Actuation) Feature For Certain Switch Positions.,,
1G11H5SA4DU133447,Yes,complete,Rear Suspension Toe Link May Break,20V764,2020-12-10,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In The Certain 2010 – 2013 Buick Lacrosse, 2012 – 2013 Buick Regal, And 2013 Chevrolet Malibu Vehicles That Were Ever Registered In Connecticut, Delaware, The District Of Columbia, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, Virginia, West Virginia, Or Wisconsin (Collectively, “Corrosion States”).  These Vehicles May Have Rear Toe Links That Received Excessive Electrocoating (E-Coat) Corrosion Protection, Which Could Cause The E-Coat To Become Brittle And Break Away When Contacted By Road Debris.  Over Time, The E-Coat May Chip Away, Exposing The Metal Toe Link And Making It More Susceptible To Corrosion.  Corrosion May Eventually Cause The Toe Link To Thin And Ultimately To Fracture.","A Rear Toe Link Fracture May Reduce The Ability To Control The Vehicle, Increasing The Risk Of A Crash.",Dealers Will Replace Rear Suspension Toe Links And Adjuster Fasteners.,,
1G11H5SA4DU133447,Yes,incomplete,Camshaft Position Actuator Valve Replacement,,,"Some 2013 Model Year Cadillac Ats And Chevrolet Malibu Vehicles Equipped With 2.0L Or 2.5L Engine, May Have A Condition Where A Wire Within The Intake Or Exhaust Camshaft Position Actuator Solenoid May Break. If This Were To Occur, The Malfunction Indicator Light Would Illuminate In The Instrument Panel. In Addition, An Internal Diagnostic Trouble Code (Dtc) P0010 (Intake Camshaft Position Actuator Solenoid Valve Control Circuit) Or Dtc P0013 (Exhaust Camshaft Position Actuator Solenoid Valve Control Circuit) May Set In The Vehicle’S Computer.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Replace The Intake Or Exhaust Camshaft Position Actuator Solenoid Valve As Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZB5E1XBF155857,Yes,incomplete,Loss Of Electric Power Steering Assist,,,"On Some 2007-2012 Model Year Chevrolet Malibu, 2007-2010 Model Year Pontiac G6, Or 2007-2010 Model Year Saturn Aura Vehicles Equipped With Electric Power Steering Assist (Eps), The Steering Column Torque Sensor Or The Eps Motor/Controller May Cause The Vehicle To Suddenly Lose Eps. If The Vehicle Loses Eps, The Vehicle’S Driver Information Center Will Display A Warning Message And A Warning Chime Will Sound. The Vehicle Will Revert To A Manual Steering Mode, Which Requires Greater Driver Effort To Operate At Low Vehicle Speeds.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZB5E1XBF155857,Yes,complete,Safety Belt Lap Anchor Tensioner Cable,15V269,2015-05-06,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2011-2012 Model Year Chevrolet Malibu Vehicles.  The Flexible Steel Cable That Connects The Safety Belt To The Vehicle At The Outside Of The Front Outboard Seating Positions Can Fatigue And Separate Over Time As A Result Of Occupant Movement Into The Seat.,"In A Crash, A Fatigued Cable Could Break, Reducing The Effectiveness Of The Vehicle’S Safety Belts And Increasing The Risk Of Injury To The Occupant.","Dealers Will Replace The Outboard Lap Anchor Mounting Bracket To Re-Locate The Tensioner 30Mm Rearward.   Dealers Will Also Inspect The Cable, And If Necessary, Replace The Lap Pretensioner. These Repairs Will Be Completed Free Of Charge.",,
1G1ZB5E1XBF155857,Yes,incomplete,Brake Lamp Malfunction,,,"Some 2004-2012 Model Year Chevrolet Malibu, 2004-2007 Model Year Chevrolet Malibu Maxx, 2005-2010 Model Year Pontiac G6, And 2007-2009 Model Year Saturn Aura Vehicles May Have A Condition Where Increased Resistance In The Body Control Module (Bcm) Connection System Can Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Brake Lamp Malfunction. Specifically, The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.

This Special Coverage Covers The Condition Described Above For A Period Of 15 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.","The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.","Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To The Bcm X2 (C2) Connector And The Bas Harness Connector, And Relearn The Brake Pedal Home Position.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZB5E1XBF155857,Yes,incomplete,Driver'S Front Seat Belt Anchor Pretensioner Cable,,,"Certain 2011-2012 Model Year Chevrolet Malibu Vehicles Were Previously Involved In Safety Recall 15031, “Safety Belt Lap Anchor Tensioner Cable”. In These Vehicles, If A Driver Repeatedly Sits On The Seat Belt Cable Cover Located At The Base Of The Driver’S Seat When Entering The Vehicle, It May Cause The Seat Belt Pretensioner To Bend Sharply Over The Seat Side Shield. If This Continues To Occur Over An Extended Period Of Time, Which Is Very Rare, The Seat Belt Pretensioner Cable May Fatigue And Eventually Separate, Which Could Reduce The Effectiveness Of The Vehicle’S Seat Belts.  Before Any Damage Occurs To The Pretensioner Cable Itself, Signs Of Wear Will Be Visible On The Pretensioner Cable Cover Where It Has Been Repeatedly Bent Over The Seat Side Shield.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Inspect And Replace The Driver Seat Belt Lap Anchor Pretensioner And Replace If Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZB5E1XBF155857,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1gnukhe39ar155714,Invalid Vin,,,,,,,,,
1G1YY32G015122779,No,,,,,,,,,
1G1ND52J22M525322,Yes,incomplete,Unintended Ignition Key Rotation,14V400,2014-07-03,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2000-2005 My Chevrolet Impala And Monte Carlo, 1997-2003 My Chevrolet Malibu, 2004-2005 My Chevrolet Malibu Classic, 1999-2004 My Oldsmobile Alero, 1998-2002 My Oldsmobile Intrigue, 1999-2005 My Pontiac Grand Am, And 2004-2008 My Pontiac Grand Prix Vehicles. If The Key Ring Is Carrying Added Weight And The Vehicle Goes Off Road Or Experiences Some Other Jarring Event, It May Unintentionally Move The Key Away From The Run Position. If This Occurs, Engine Power, Power Steering And Power Braking May Be Affected, Increasing The Risk Of A Crash.","The Timing Of The Key Movement Out Of The ""Run"" Position, Relative To The Activation Of The Sensing Algorithm Of The Crash Event, May Result In The Airbags Not Deploying, Increasing The Potential For Occupant Injury In Certain Kinds Of Crashes. Until The Recall Has Been Performed, It Is Very Important That Customers Remove All Items From Their Key Ring, Leaving Only The Vehicle Key. The Key Fob (If Applicable), Should Also Be Removed From The Key Ring.","Dealers Are To Install Two Key Rings And An Insert In The Key Slot Or A Cover Over The Key Head On All Ignition Keys, Free Of Charge.",,
2CNDL63F756106080,Yes,incomplete,Ignition Key Removal,,,"Certain 2005-2006 Model Year (My) Chevrolet Equinox, 2006 My Pontiac Torrent And 2002-2007 My Saturn Vue Vehicles May Have A Condition In Which The Ignition Key May Be Removed When The Ignition Is Not In The “Off” Position. If The Ignition Key Is Removed When The Ignition Is Not In The “Off” Position, Unintended Motion May Occur: (A) For An Automatic Transmission, If The Transmission Is Not In “Park”; Or (B) For A Manual Transmission, If The Parking Brake Is Not Engaged And The Transmission Is Not In Reverse Gear. This Could Result In A Vehicle Crash And Occupant Or Pedestrian Injuries.

This Special Coverage Covers The Condition Described Above For The Life Of The Vehicle. This Means Regardless Of When The Vehicle Was Originally Placed In Service Or Its Current Mileage Or Ownership, The Repairs Described In This Bulletin Will Be Paid For By Gm.",,,,
1gnscjkc6fr605603,Invalid Vin,,,,,,,,,
1GNSKCKD1MR472124,Invalid Vin,,,,,,,,,
1G1YY26UX75133212,Yes,incomplete,Airbag Light On,,,"Some 2004-2009 Model Year Cadillac Xlr And 2005-2013 Model Year Chevrolet Corvette Vehicles, Equipped With Power Seats, May Have A Condition Where, The Wire Harness Connector From The Seat Side Airbag And Buckle Tensioner To The Body Has A Design Interference Between The Vertical Adjust Crossbar And The Carpet.  When The Seat Is Moved Forward Or Back, The Connector May Be Dragged Along The Carpet, Pulling Terminals Loose Or Pulling The Connector Apart. This Will Cause A Diagnostic Trouble Code To Be Set And The Service Airbag Light Will Be Illuminated.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YY26UX75133212,Yes,incomplete,Primary Tank Module Flange Fuel And Vapor Leaks,,,"Some 2007 To 2009 Model Year Xlr Or 2007 To 2013 Model Year Corvette Vehicles May Have A Condition Where A Fuel Odor Is Detected, Fuel Droplets Appear Below The Left-Hand Fuel Tank With Fuel Gauge Level Above 1/2, Or A Malfunction Indicator Lamp Illuminates Due To A Leak Path In The Left-Hand Fuel Pump Module Flange.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Left Hand Fuel Tank Fuel Pump Module.  The Repairs Will Be Made At No Charge To The Customer.,,
